Original,POS
"Charter the Project and the Team need, and trust them to get the job done.","['NNP', 'DT', 'NN', 'CC', 'DT', 'NNP', 'NN', ',', 'CC', 'VB', 'PRP', 'TO', 'VB', 'DT', 'NN', 'VBN', '.']"
Retrospectives The most efficient and effective method 4.,"['VBZ', 'DT', 'RBS', 'JJ', 'CC', 'JJ', 'NN', 'CD', '.']"
Team Structures of conveying information to and within a 5.,"['NN', 'NNS', 'IN', 'VBG', 'NN', 'TO', 'CC', 'IN', 'DT', 'CD', '.']"
Daily Standups development team is face-to-face conversation.,"['JJ', 'NNP', 'NN', 'NN', 'VBZ', 'JJ', 'NN', '.']"
Working software is the primary measure of 5.,"['VBG', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'CD', '.']"
Execution Practices that Help Teams Deliver Value progress.,"['NN', 'NNS', 'WDT', 'VBP', 'NNP', 'NNP', 'NNP', 'NN', '.']"
How Iterations and Increments Help Delivery Working Product Agile processes promote sustainable 5.,"['WRB', 'NNS', 'CC', 'NNS', 'VBP', 'NNP', 'NNP', 'NNP', 'NNP', 'VBZ', 'VBP', 'JJ', 'CD', '.']"
Charter the Project and the Team development.,"['NNP', 'DT', 'NN', 'CC', 'DT', 'NNP', 'NN', '.']"
"The sponsors, developers, and users should be able to maintain a constant pace indefinitely.","['DT', 'NNS', ',', 'NNS', ',', 'CC', 'NNS', 'MD', 'VB', 'JJ', 'TO', 'VB', 'DT', 'JJ', 'NN', 'RB', '.']"
Continuous attention to technical excellence 5.,"['JJ', 'NN', 'TO', 'JJ', 'NN', 'CD', '.']"
Common Agile Practices and good design enhances agility.,"['JJ', 'NNP', 'NNPS', 'CC', 'JJ', 'NN', 'NNS', 'NN', '.']"
Simplicity--the art of maximizing the amount 5.,"['NNP', ':', 'DT', 'NN', 'IN', 'VBG', 'DT', 'NN', 'CD', '.']"
Backlog Preparation of work not done is essential.,"['NNP', 'NNP', 'IN', 'NN', 'RB', 'VBN', 'VBZ', 'JJ', '.']"
"Backlog Refinement The best architectures, requirements, and 4.","['NNP', 'NNP', 'DT', 'JJS', 'NNS', ',', 'NNS', ',', 'CC', 'CD', '.']"
Team Composition designs emerge from self-organizing teams.,"['NN', 'NNP', 'VBZ', 'NN', 'IN', 'JJ', 'NNS', '.']"
"At regular intervals, the team reflects on how 5.","['IN', 'JJ', 'NNS', ',', 'DT', 'NN', 'VBZ', 'IN', 'WRB', 'CD', '.']"
"Retrospectives to become more effective, then tunes and adjusts its behavior accordingly.","['NNS', 'TO', 'VB', 'RBR', 'JJ', ',', 'RB', 'NNS', 'CC', 'VBZ', 'PRP$', 'JJ', 'RB', '.']"
Annex A2 98 AN N E X A3 OVE RVIEW O F A GIL E AND LEAN FRAM EWORK S This annex describes some of the commonly used agile approaches.,"['NNP', 'NNP', 'CD', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'DT', 'NN', 'VBZ', 'DT', 'IN', 'DT', 'NN', 'VBN', 'JJ', 'NNS', '.']"
These approaches can be used as is or combined to adapt to what works best for a given environment or situation.,"['DT', 'NNS', 'MD', 'VB', 'VBN', 'IN', 'VBZ', 'CC', 'VBN', 'TO', 'VB', 'TO', 'WP', 'VBZ', 'RBS', 'IN', 'DT', 'VBN', 'NN', 'CC', 'NN', '.']"
"It is not necessary to use any of these; an agile approach can be developed from scratch as long as it adheres to the mindset, values, and principles of the Agile Manifesto.","['PRP', 'VBZ', 'RB', 'JJ', 'TO', 'VB', 'DT', 'IN', 'DT', ':', 'DT', 'IN', 'NN', 'MD', 'VB', 'VBN', 'IN', 'NN', 'RB', 'RB', 'IN', 'PRP', 'VBZ', 'TO', 'DT', 'NN', ',', 'NNS', ',', 'CC', 'NNS', 'IN', 'DT', 'NNP', 'NNP', '.']"
"If the agile principles are followed to deliver value at a sustainable pace, and the developed approach promotes collaboration with the customer, a specific approach is not required.","['IN', 'DT', 'NN', 'NNS', 'VBP', 'VBN', 'TO', 'VB', 'NN', 'IN', 'DT', 'JJ', 'NN', ',', 'CC', 'DT', 'JJ', 'NN', 'VBZ', 'NN', 'IN', 'DT', 'NN', ',', 'DT', 'JJ', 'NN', 'VBZ', 'RB', 'VBN', '.']"
A link to more information regarding each approach can be found in the Bibliography section of this guide.,"['DT', 'NN', 'TO', 'JJR', 'NN', 'VBG', 'DT', 'NN', 'MD', 'VB', 'VBN', 'IN', 'DT', 'NNP', 'NN', 'IN', 'DT', 'NN', '.']"
A3.,"['NNP', '.']"
SELECTION CRITERIA FOR THE AGILE PRACTICE GUIDE There are too many agile approaches and techniques to be explicitly included in this practice guide.,"['NNP', 'NNP', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', 'EX', 'VBP', 'RB', 'JJ', 'JJ', 'NNS', 'CC', 'NNS', 'TO', 'VB', 'RB', 'VBN', 'IN', 'DT', 'NN', 'NN', '.']"
Figure A3-1 depicts a sample of agile approaches based on their depth of guidance and breadth of their life cycles.,"['NN', 'NNP', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'NNS', 'VBN', 'IN', 'PRP$', 'NN', 'IN', 'NN', 'CC', 'NN', 'IN', 'PRP$', 'NN', 'NNS', '.']"
The specific approaches selected for discussion are popular examples that are: Designed for holistic use.,"['DT', 'JJ', 'NNS', 'VBN', 'IN', 'NN', 'VBP', 'JJ', 'NNS', 'WDT', 'VBP', ':', 'VBN', 'IN', 'JJ', 'NN', '.']"
"Some agile approaches are centered on a single project activity, such as estimation uu or reflecting.","['DT', 'JJ', 'NNS', 'VBP', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'NN', ',', 'JJ', 'IN', 'NN', 'NN', 'CC', 'VBG', '.']"
The listed examples include only the more holistic agile frameworks.,"['DT', 'JJ', 'NNS', 'VBP', 'RB', 'DT', 'RBR', 'JJ', 'NN', 'NNS', '.']"
"Some are more full-featured than others, but all of the selected approaches are those intended to guide a broad set of project activities.","['DT', 'VBP', 'JJR', 'JJ', 'IN', 'NNS', ',', 'CC', 'DT', 'IN', 'DT', 'VBN', 'NNS', 'VBP', 'DT', 'VBN', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'NN', 'NNS', '.']"
Formalized for common use.,"['VBN', 'IN', 'JJ', 'NN', '.']"
Some agile frameworks are proprietary in nature and designed for specific use by uu a single organization or within a single context.,"['DT', 'NN', 'NNS', 'VBP', 'JJ', 'IN', 'NN', 'CC', 'VBN', 'IN', 'JJ', 'NN', 'IN', 'NN', 'DT', 'JJ', 'NN', 'CC', 'IN', 'DT', 'JJ', 'NN', '.']"
The frameworks described in Sections A3.,"['DT', 'NNS', 'VBN', 'IN', 'NNP', 'NNP', '.']"
A3.,"['NNP', '.']"
Popular in modern use.,"['NN', 'IN', 'JJ', 'NN', '.']"
"Some agile frameworks are holistically designed and well formalized, but are simply not uu commonly being used in most projects or organizations.","['DT', 'NN', 'NNS', 'VBP', 'RB', 'VBN', 'CC', 'RB', 'VBN', ',', 'CC', 'VBP', 'RB', 'RB', 'JJ', 'RB', 'VBG', 'VBN', 'IN', 'JJS', 'NNS', 'CC', 'NNS', '.']"
"The agile frameworks described in this annex have been adopted by a significant number of industries, as measured by a collection of recent industry surveys.","['DT', 'NN', 'NNS', 'VBN', 'IN', 'DT', 'NN', 'VBP', 'VBN', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNS', ',', 'IN', 'VBN', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NN', 'NNS', '.']"
SAFe(R) Lean DSDM Disciplined Agile LeSS Breadth of Life Cycle Coverage LEGEND Scrum of Agile UP Scrums Crystal Scaled Methods Approach XP Kanban Team Method FDD Scrum Depth of Guidance Detail Figure A3-1.,"['NNP', '(', 'NNP', ')', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', 'VBD', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', '.']"
Agile Approaches Plotted by Breadth and Detail Annex A3 100 A3.,"['NNP', 'NNP', 'NNP', 'IN', 'NNP', 'CC', 'NNP', 'NNP', 'NNP', 'CD', 'NNP', '.']"
SCRUM Scrum is a single-team process framework used to manage product development.,"['NNP', 'NNP', 'VBZ', 'DT', 'JJ', 'NN', 'NN', 'VBN', 'TO', 'VB', 'NN', 'NN', '.']"
"The framework consists of Scrum roles, events, artifacts, and rules, and uses an iterative approach to deliver working product.","['DT', 'NN', 'VBZ', 'IN', 'NNP', 'NNS', ',', 'NNS', ',', 'NNS', ',', 'CC', 'NNS', ',', 'CC', 'VBZ', 'DT', 'JJ', 'NN', 'TO', 'VB', 'VBG', 'NN', '.']"
Scrum is run on timeboxes of 1 month or less with consistent durations called sprints where a potentially releasable increment of product is produced.,"['NNP', 'VBZ', 'VBN', 'IN', 'NNS', 'IN', 'CD', 'NN', 'CC', 'JJR', 'IN', 'JJ', 'NNS', 'VBD', 'NNS', 'WRB', 'DT', 'RB', 'JJ', 'NN', 'IN', 'NN', 'VBZ', 'VBN', '.']"
Table A3-1 lists Scrum events and artifacts utilized for project execution.,"['JJ', 'JJ', 'NNS', 'NNP', 'NNS', 'CC', 'NNS', 'VBN', 'IN', 'NN', 'NN', '.']"
"The Scrum team consists of a product owner, development team, and scrum master.","['DT', 'NNP', 'NN', 'VBZ', 'IN', 'DT', 'NN', 'NN', ',', 'NN', 'NN', ',', 'CC', 'JJ', 'NN', '.']"
The product owner is responsible for maximizing the value of the product.,"['DT', 'NN', 'NN', 'VBZ', 'JJ', 'IN', 'VBG', 'DT', 'NN', 'IN', 'DT', 'NN', '.']"
"The development team is a cross-functional, self-organizing team consisting of team members who have uu everything they need within the team to deliver working product without depending on others outside of the team.","['DT', 'NN', 'NN', 'VBZ', 'DT', 'JJ', ',', 'JJ', 'NN', 'NN', 'IN', 'NN', 'NNS', 'WP', 'VBP', 'VBN', 'NN', 'PRP', 'VBP', 'IN', 'DT', 'NN', 'TO', 'VB', 'VBG', 'NN', 'IN', 'VBG', 'IN', 'NNS', 'IN', 'IN', 'DT', 'NN', '.']"
The scrum master is responsible for ensuring the Scrum process is upheld and works to ensure the Scrum team uu adheres to the practices and rules as well as coaches the team on removing impediments.,"['DT', 'NN', 'NN', 'VBZ', 'JJ', 'IN', 'VBG', 'DT', 'NNP', 'NN', 'VBZ', 'JJ', 'CC', 'VBZ', 'TO', 'VB', 'DT', 'NNP', 'NN', 'NN', 'VBZ', 'TO', 'DT', 'NNS', 'CC', 'NNS', 'RB', 'RB', 'IN', 'NNS', 'DT', 'NN', 'IN', 'VBG', 'NNS', '.']"
Table A3-1.,"['JJ', 'NNP', '.']"
Scrum Events and Artifacts Events Artifacts Sprint Product backlog Sprint planning Sprint backlog Daily scrum Increments Sprint review Sprint retrospective 101 A3.,"['JJ', 'NNS', 'CC', 'VBZ', 'NNS', 'NNPS', 'NNP', 'NNP', 'NN', 'NNP', 'NN', 'NNP', 'NN', 'NNP', 'NN', 'NNP', 'NNP', 'NN', 'NNP', 'JJ', 'CD', 'NNP', '.']"
EXTREME PROGRAMMING eXtreme Programming (XP) is a software development method based on frequent cycles.,"['NNP', 'NNP', 'NN', 'NNP', '(', 'NNP', ')', 'VBZ', 'DT', 'NN', 'NN', 'NN', 'VBN', 'IN', 'JJ', 'NNS', '.']"
"The name is based on the philosophy of distilling a given best practice to its purest, simplest form, and applying that practice continuously throughout the project.","['DT', 'NN', 'VBZ', 'VBN', 'IN', 'DT', 'NN', 'IN', 'VBG', 'DT', 'VBN', 'JJS', 'NN', 'TO', 'PRP$', 'NN', ',', 'JJS', 'NN', ',', 'CC', 'VBG', 'IN', 'NN', 'RB', 'IN', 'DT', 'NN', '.']"
XP is most known for popularizing a holistic set of practices intended to improve the results of software projects.,"['NN', 'VBZ', 'RBS', 'JJ', 'IN', 'VBG', 'DT', 'JJ', 'NN', 'IN', 'NNS', 'VBN', 'TO', 'VB', 'DT', 'NNS', 'IN', 'NN', 'NNS', '.']"
"The method was first formalized as a set of twelve primary practices, but then gradually evolved to adopt several other corollary practices.","['DT', 'NN', 'VBD', 'RB', 'VBN', 'IN', 'DT', 'NN', 'IN', 'JJ', 'JJ', 'NNS', ',', 'CC', 'RB', 'RB', 'VBN', 'TO', 'VB', 'JJ', 'JJ', 'JJ', 'NNS', '.']"
These are listed in Table A3-2.,"['DT', 'VBP', 'VBN', 'IN', 'JJ', 'NNP', '.']"
Table A3-2.,"['JJ', 'NNP', '.']"
"The Practices of eXtreme Programming XP Practice Area Primary Secondary Organizational * Sit together * Real customer involvement * Whole team * Team continuity * Informative workspace * Sustainable pace Technical * Pair programming * Shared code/collective ownership * Test-first programming * Documentation from code and tests * Incremental design * Refactoring Planning * User stories * Root cause analysis * Weekly cycle * Shrinking teams * Quarterly cycle * Pay per use * Slack * Negotiated scope contract * Daily standups Integration * 10-minute build * Single code base * Continuous integration * Incremental deployment * Test-first * Daily deployment This evolution was the result of designing and adopting techniques through the filter of core values (communication, simplicity, feedback, courage, respect), and informed by key principles (humanity, economics, mutual benefit, self-similarity, improvement, diversity, reflection, flow, opportunity, redundancy, failure, quality, baby steps, accepted responsibility).","['DT', 'NNPS', 'IN', 'JJ', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'RB', 'VBD', 'JJ', 'NN', 'NN', 'NNP', 'NNP', 'NN', 'NNP', 'NNP', 'NN', 'NNP', 'NNP', 'NN', 'NNP', 'NNP', 'NN', 'NNP', 'NNP', 'NNP', 'VBG', 'RB', 'NNP', 'JJ', 'NN', 'NNP', 'NNP', 'VBG', 'JJ', 'NN', 'IN', 'NN', 'CC', 'NNS', 'VBP', 'NNP', 'NN', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNS', 'NNP', 'NNP', 'NN', 'NN', 'NNP', 'NNP', 'NN', 'NNP', 'NNP', 'NNS', 'VBP', 'JJ', 'NN', 'JJ', 'NNP', 'NN', 'NN', 'NNP', 'NNP', 'NNP', 'NNP', 'NN', 'NN', 'JJ', 'NNP', 'NNS', 'NNP', 'NNP', 'JJ', 'NN', 'NNP', 'NNP', 'NN', 'NN', 'NNP', 'NNP', 'NN', 'NNP', 'NNP', 'NN', 'NNP', 'NNP', 'NNP', 'NNP', 'NN', 'DT', 'NN', 'VBD', 'DT', 'NN', 'IN', 'VBG', 'CC', 'VBG', 'NNS', 'IN', 'DT', 'NN', 'IN', 'NN', 'NNS', '(', 'NN', ',', 'NN', ',', 'NN', ',', 'NN', ',', 'NN', ')', ',', 'CC', 'VBN', 'IN', 'JJ', 'NNS', '(', 'NN', ',', 'NNS', ',', 'JJ', 'NN', ',', 'NN', ',', 'NN', ',', 'NN', ',', 'NN', ',', 'NN', ',', 'NN', ',', 'NN', ',', 'NN', ',', 'NN', ',', 'NN', 'NNS', ',', 'VBN', 'NN', ')', '.']"
Annex A3 102 A3.,"['NNP', 'NNP', 'CD', 'NNP', '.']"
KANBAN METHOD Kanban in lean manufacturing is a system for scheduling inventory control and replenishment.,"['NNP', 'NNP', 'NNP', 'IN', 'JJ', 'NN', 'VBZ', 'DT', 'NN', 'IN', 'VBG', 'NN', 'NN', 'CC', 'NN', '.']"
"This process of ""just- in-time"" inventory replenishment was originally seen in grocery stores when shelves were restocked based on the gaps in the shelves and not supplier inventory.","['DT', 'NN', 'IN', '``', 'JJ', 'NN', ""''"", 'NN', 'NN', 'VBD', 'RB', 'VBN', 'IN', 'NN', 'NNS', 'WRB', 'NNS', 'VBD', 'VBN', 'VBN', 'IN', 'DT', 'NNS', 'IN', 'DT', 'NNS', 'CC', 'RB', 'JJR', 'NN', '.']"
"Inspired by these just-in-time inventory systems, Taiichi Ohno developed Kanban and it was applied at the main Toyota manufacturing facility in 1953.","['VBN', 'IN', 'DT', 'JJ', 'NN', 'NNS', ',', 'NNP', 'NNP', 'VBD', 'NNP', 'CC', 'PRP', 'VBD', 'VBN', 'IN', 'DT', 'JJ', 'NNP', 'NN', 'NN', 'IN', 'CD', '.']"
"The word kanban is literally translated as ""visual sign"" or ""card.","['DT', 'NN', 'NN', 'VBZ', 'RB', 'VBN', 'IN', '``', 'JJ', 'NN', ""''"", 'CC', '``', 'NN', '.']"
Physical kanban boards with cards enable and promote the visualization and flow of the work through the system for everyone to see.,"['JJ', 'NN', 'NNS', 'IN', 'NNS', 'JJ', 'CC', 'VB', 'DT', 'NN', 'CC', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'NN', 'TO', 'VB', '.']"
This information radiator (large display) is made up of columns that represent the states the work needs to flow through in order to get to done.,"['DT', 'NN', 'NN', '(', 'JJ', 'NN', ')', 'VBZ', 'VBN', 'IN', 'IN', 'NN', 'WDT', 'VBP', 'DT', 'NNS', 'DT', 'NN', 'VBZ', 'TO', 'VB', 'IN', 'IN', 'NN', 'TO', 'VB', 'TO', 'VBN', '.']"
The simplest of boards could have three columns (i.,"['DT', 'JJS', 'IN', 'NNS', 'MD', 'VB', 'CD', 'NNS', '(', 'NN', '.']"
The Kanban Method is utilized and applicable in many settings and allows for a continuous flow of work and value to the customer.,"['DT', 'NNP', 'NNP', 'VBZ', 'JJ', 'CC', 'JJ', 'IN', 'JJ', 'NNS', 'CC', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NN', 'CC', 'NN', 'TO', 'DT', 'NN', '.']"
"The Kanban Method is less prescriptive than some agile approaches and thus less disruptive to begin implementing as it is the original ""start where you are"" method.","['DT', 'NNP', 'NNP', 'VBZ', 'RBR', 'JJ', 'IN', 'DT', 'JJ', 'NNS', 'CC', 'RB', 'RBR', 'JJ', 'TO', 'VB', 'VBG', 'IN', 'PRP', 'VBZ', 'DT', 'JJ', '``', 'VB', 'WRB', 'PRP', 'VBP', ""''"", 'NN', '.']"
Organizations can begin applying Kanban Methods with relative ease and progress toward fully implementing the method if that is what they deem necessary or appropriate.,"['NNS', 'MD', 'VB', 'VBG', 'NNP', 'NNP', 'IN', 'JJ', 'NN', 'CC', 'NN', 'IN', 'RB', 'VBG', 'DT', 'NN', 'IN', 'DT', 'VBZ', 'WP', 'PRP', 'VBP', 'JJ', 'CC', 'JJ', '.']"
"Unlike most agile approaches, the Kanban Method does not prescribe the use of timeboxed iterations.","['IN', 'JJS', 'JJ', 'NNS', ',', 'DT', 'NNP', 'NNP', 'VBZ', 'RB', 'VB', 'DT', 'NN', 'IN', 'JJ', 'NNS', '.']"
"Iterations can be used within the Kanban Method, but the principle of pulling single items through the process continuously and limiting work in progress to optimize flow should always remain intact.","['NNS', 'MD', 'VB', 'VBN', 'IN', 'DT', 'NNP', 'NNP', ',', 'CC', 'DT', 'NN', 'IN', 'VBG', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'RB', 'CC', 'VBG', 'NN', 'IN', 'NN', 'TO', 'VB', 'NN', 'MD', 'RB', 'VB', 'JJ', '.']"
The Kanban Method may be best used when a team or organization is in need of the following conditions: Flexibility.,"['DT', 'NNP', 'NNP', 'MD', 'VB', 'JJS', 'VBN', 'WRB', 'DT', 'NN', 'CC', 'NN', 'VBZ', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NNS', ':', 'NN', '.']"
Teams are typically not bound by timeboxes and will work on the highest priority item in the backlog uu of work.,"['NNS', 'VBP', 'RB', 'RB', 'VBN', 'IN', 'NNS', 'CC', 'MD', 'VB', 'IN', 'DT', 'JJS', 'NN', 'NN', 'IN', 'DT', 'NN', 'NN', 'IN', 'NN', '.']"
Focus on continuous delivery.,"['NN', 'IN', 'JJ', 'NN', '.']"
Teams are focused on flowing work through the system to completion and not uu beginning new work until work in progress is completed.,"['NNS', 'VBP', 'VBN', 'IN', 'VBG', 'NN', 'IN', 'DT', 'NN', 'TO', 'NN', 'CC', 'RB', 'JJ', 'VBG', 'JJ', 'NN', 'IN', 'NN', 'IN', 'NN', 'VBZ', 'VBN', '.']"
Increased productivity and quality.,"['VBN', 'NN', 'CC', 'NN', '.']"
Productivity and quality are increased by limiting work in progress.,"['NNP', 'CC', 'NN', 'VBP', 'VBN', 'IN', 'VBG', 'NN', 'IN', 'NN', '.']"
Increased efficiency.,"['VBN', 'NN', '.']"
Checking each task for value adding or non-value-added activities and removing the non- uu value adding activities.,"['VBG', 'DT', 'NN', 'IN', 'NN', 'VBG', 'CC', 'JJ', 'NNS', 'CC', 'VBG', 'DT', 'JJ', 'JJ', 'NN', 'VBG', 'NNS', '.']"
Team member focus.,"['NN', 'NN', 'NN', '.']"
Limited work in progress allows the team to focus on the current work.,"['JJ', 'NN', 'IN', 'NN', 'VBZ', 'DT', 'NN', 'TO', 'VB', 'IN', 'DT', 'JJ', 'NN', '.']"
Variability in the workload.,"['NN', 'IN', 'DT', 'NN', '.']"
"When there is unpredictability in the way that work arrives, and it becomes uu impossible for teams to make predictable commitments; even for short periods of time.","['WRB', 'EX', 'VBZ', 'NN', 'IN', 'DT', 'NN', 'IN', 'NN', 'NNS', ',', 'CC', 'PRP', 'VBZ', 'JJ', 'JJ', 'IN', 'NNS', 'TO', 'VB', 'JJ', 'NNS', ':', 'RB', 'IN', 'JJ', 'NNS', 'IN', 'NN', '.']"
Reduction of waste.,"['NN', 'IN', 'NN', '.']"
Transparency makes waste visible so it can be removed.,"['NN', 'VBZ', 'NN', 'JJ', 'IN', 'PRP', 'MD', 'VB', 'VBN', '.']"
The Kanban Method is derived from lean thinking principles.,"['DT', 'NNP', 'NNP', 'VBZ', 'VBN', 'IN', 'JJ', 'VBG', 'NNS', '.']"
The defining principles and the core properties of the Kanban Method are listed in Table A3-3.,"['DT', 'NN', 'NNS', 'CC', 'DT', 'NN', 'NNS', 'IN', 'DT', 'NNP', 'NNP', 'VBP', 'VBN', 'IN', 'JJ', 'NNP', '.']"
"The Kanban Method is a holistic framework for incremental, evolutionary process and systems change for organizations.","['DT', 'NNP', 'NNP', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'JJ', ',', 'JJ', 'NN', 'CC', 'NNS', 'NN', 'IN', 'NNS', '.']"
"The method uses a ""pull system"" to move the work through the process.","['DT', 'NN', 'VBZ', 'DT', '``', 'NN', 'NN', ""''"", 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', '.']"
"When the team completes an item, the team can pull an item into that step.","['WRB', 'DT', 'NN', 'VBZ', 'DT', 'NN', ',', 'DT', 'NN', 'MD', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', '.']"
Table A3-3.,"['JJ', 'NNP', '.']"
"Defining Principles and Properties of the Kanban Method Defining Principles Core Properties Start with current state Visualize the workflow Agree to pursue incremental, evolutionary Limit work in progress change Manage flow Respect the current process, roles, Make process policies explicit responsibilities, and titles Implement feedback loops Encourage acts of leadership at all levels Improve collaboratively Annex A3 104 Kanban boards, such as the one shown in Figure A3-2, are a low-tech, high-touch technology that may seem overly simplistic at first, but those using them soon realize their power.","['VBG', 'NNS', 'CC', 'NNS', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'IN', 'JJ', 'NN', 'NNP', 'DT', 'JJ', 'NNP', 'TO', 'VB', 'JJ', ',', 'JJ', 'NNP', 'NN', 'IN', 'NN', 'NN', 'NNP', 'NN', 'NNP', 'DT', 'JJ', 'NN', ',', 'NNS', ',', 'NNP', 'NN', 'NNS', 'VBP', 'NNS', ',', 'CC', 'NNS', 'NNP', 'NN', 'VBZ', 'NNP', 'NNS', 'IN', 'NN', 'IN', 'DT', 'NNS', 'NNP', 'RB', 'NNP', 'NNP', 'CD', 'NNP', 'NNS', ',', 'JJ', 'IN', 'DT', 'CD', 'VBN', 'IN', 'NNP', 'NNP', ',', 'VBP', 'DT', 'JJ', ',', 'JJ', 'NN', 'WDT', 'MD', 'VB', 'RB', 'JJ', 'IN', 'JJ', ',', 'CC', 'DT', 'VBG', 'PRP', 'RB', 'VB', 'PRP$', 'NN', '.']"
"Utilizing policies for entry and exit to columns, as well as constraints such as limiting work in process, kanban boards provide clear insight to workflow, bottlenecks, blockers, and overall status.","['VBG', 'NNS', 'IN', 'NN', 'CC', 'NN', 'TO', 'VB', ',', 'RB', 'RB', 'IN', 'NNS', 'JJ', 'IN', 'VBG', 'NN', 'IN', 'NN', ',', 'NN', 'NNS', 'VBP', 'JJ', 'NN', 'TO', 'VB', ',', 'NNS', ',', 'NNS', ',', 'CC', 'JJ', 'NN', '.']"
"Additionally the board acts as an information radiator to anyone who sees it, providing up-to-date information on the status of the work of the team.","['RB', 'DT', 'NN', 'VBZ', 'IN', 'DT', 'NN', 'NN', 'TO', 'NN', 'WP', 'VBZ', 'PRP', ',', 'VBG', 'JJ', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', '.']"
To Do Analysis Development Test Deploy Doing Done Doing Done Figure A3-2.,"['TO', 'VB', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']"
"Kanban Board Demonstrating Work in Progress Limits, and a Pull System to Optimize the Flow of Work In the Kanban Method, it is more important to complete work than it is to start new work.","['NNP', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', ',', 'CC', 'DT', 'NNP', 'NNP', 'TO', 'VB', 'DT', 'NNP', 'IN', 'NNP', 'IN', 'DT', 'NNP', 'NNP', ',', 'PRP', 'VBZ', 'RBR', 'JJ', 'TO', 'JJ', 'NN', 'IN', 'PRP', 'VBZ', 'TO', 'VB', 'JJ', 'NN', '.']"
"There is no value derived from work that is not completed so the team works together to implement and adhere to the work in progress (WIP) limits and get each piece of work through the system to ""done.","['EX', 'VBZ', 'DT', 'NN', 'VBN', 'IN', 'NN', 'WDT', 'VBZ', 'RB', 'VBN', 'IN', 'DT', 'NN', 'VBZ', 'RB', 'TO', 'VB', 'CC', 'VB', 'TO', 'DT', 'NN', 'IN', 'NN', '(', 'NNP', ')', 'NNS', 'CC', 'VB', 'DT', 'NN', 'IN', 'NN', 'IN', 'DT', 'NN', 'TO', '``', 'VBN', '.']"
A3.,"['NNP', '.']"
CRYSTAL METHODS Crystal is a family of methodologies.,"['NNP', 'NNP', 'NNP', 'VBZ', 'DT', 'NN', 'IN', 'NNS', '.']"
"Crystal methodologies are designed to scale, and provide a selection of methodology rigor based on project size (number of people involved in the project) and the criticality of the project.","['JJ', 'NNS', 'VBP', 'VBN', 'TO', 'VB', ',', 'CC', 'VB', 'DT', 'NN', 'IN', 'NN', 'NNS', 'VBN', 'IN', 'NN', 'NN', '(', 'NN', 'IN', 'NNS', 'VBN', 'IN', 'DT', 'NN', ')', 'CC', 'DT', 'NN', 'IN', 'DT', 'NN', '.']"
Life (L) L3 L10 L30 L80 L150 L300 L600 Essential (Defects cause loss of.,"['NNP', '(', 'NNP', ')', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '(', 'NNP', 'VBP', 'NN', 'IN', '.']"
